"Date","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2014-12-31,"New York","NY","New York","Queens",0,554100,0.00271444082519001,0.0155791788856305,0.0933307024467245,0.0353719200131744,0.0341898351010002,"2014-12","2014-Q4",554100,0,"2014-12"
2014-12-31,"Los Angeles","CA","Los Angeles","Los Angeles",1,529400,0.00703823473463953,0.0192529842125529,0.0784273782847831,0.049594822237202,0.00721025161206912,"2006-08","2006-Q3",602000,-0.120598006644518,"2005-06"
2014-12-31,"Chicago","IL","Chicago","Cook",2,185400,0,0.00596852957135106,-0.00429645542427497,-0.0247961579454464,-0.0163378577506444,"2006-12","2006-Q4",245000,-0.243265306122449,"2003-03"
2014-12-31,"Philadelphia","PA","Philadelphia","Philadelphia",3,118800,0.00848896434634975,0.0267934312878133,0.0909090909090909,0.000337040858495063,0.0295331794741058,"2007-09","2007-Q3",122800,-0.0325732899022801,"2006-11"
2014-12-31,"Phoenix","AZ","Phoenix","Maricopa",4,170800,0.00826446280991736,0.0245950809838032,0.0239808153477218,0.0461607018839256,0.00255305069092615,"2006-06","2006-Q2",246400,-0.306818181818182,"2005-02"
2014-12-31,"Las Vegas","NV","Las Vegas","Clark",5,179600,0.00785634118967452,0.0221969265793967,0.106592729513247,0.0587526558796192,-0.0398779611431236,"2006-07","2006-Q3",299700,-0.400734067400734,"2003-12"
2014-12-31,"San Diego","CA","San Diego","San Diego",6,494000,0.00672508661096393,0.017088737904056,0.0274542429284526,0.0420260475390037,-0.00648333847759874,"2005-10","2005-Q4",536200,-0.0787019768743006,"2004-07"
2014-12-31,"San Jose","CA","San Jose","Santa Clara",7,739000,0.00667483994006266,0.02170606940412,0.103808812546677,0.0764496704419213,0.0218415567583505,"2014-12","2014-Q4",739000,0,"2014-12"
2014-12-31,"Jacksonville","FL","Jacksonville","Duval",8,124400,0.00403551251008878,0.0130293159609121,0.0836236933797909,-0.0129833904256569,-0.010393201530691,"2006-11","2006-Q4",179200,-0.305803571428571,"2004-03"
2014-12-31,"San Francisco","CA","San Francisco","San Francisco",9,1000800,0.00815956482320943,0.025830258302583,0.121595875826516,0.0760566120148845,0.0349833636455508,"2014-12","2014-Q4",1000800,0,"2014-12"
2014-12-31,"Columbus","OH","Columbus","Franklin",10,103700,0.00387221684414327,0.0126953125,0.0443101711983887,-0.0108254651120885,-0.0128351684643834,"2006-04","2006-Q2",120900,-0.142266335814723,"2002-03"
2014-12-31,"Detroit","MI","Detroit","Wayne",11,40700,-0.00488997555012225,-0.0097323600973236,-0.00245098039215686,-0.036437996784596,-0.0628573677184527,"2005-12","2005-Q4",78800,-0.483502538071066,
2014-12-31,"Charlotte","NC","Charlotte","Mecklenburg",12,156400,0.0051413881748072,0.0162443144899285,0.0704996577686516,0.0124740077049219,0.0104196036872113,"2007-11","2007-Q4",161100,-0.0291744258224705,"2007-03"
2014-12-31,"Memphis","TN","Memphis","Shelby",13,66700,0.0015015015015015,0.0015015015015015,-0.00298953662182362,-0.0224003297235356,-0.0204396490269151,"2007-03","2007-Q1",89100,-0.251402918069585,"1998-08"
2014-12-31,"Baltimore","MD","Baltimore","Baltimore City",14,109300,0.00275229357798165,0.00367309458218549,0.0601357904946654,-0.020133391231026,0.0311845829089812,"2007-12","2007-Q4",130900,-0.165011459129106,"2006-02"
2014-12-31,"Boston","MA","Boston","Suffolk",15,447900,0.0094658553076403,0.0247083047357584,0.0669366364935684,0.0545718012543823,0.0184403121632792,"2014-12","2014-Q4",447900,0,"2014-12"
2014-12-31,"Seattle","WA","Seattle","King",16,475900,0.00869012293344638,0.0271962011655515,0.0735393638619445,0.0415249135601694,0.0302079950782015,"2014-12","2014-Q4",475900,0,"2014-12"
2014-12-31,"Washington","DC","Washington","District of Columbia",17,474000,0.0055154857870174,0.0154241645244216,0.0585082626172398,0.0624713946236839,0.0328765611026074,"2014-12","2014-Q4",474000,0,"2014-12"
2014-12-31,"Denver","CO","Denver","Denver",18,291700,0.0131990274400834,0.0410421127765882,0.131936360108653,0.0634126605042507,0.030691672723117,"2014-12","2014-Q4",291700,0,"2014-12"
2014-12-31,"Nashville","TN","Nashville","Davidson",19,169400,0.0065359477124183,0.0235649546827795,0.0914948453608247,0.0271007361039062,0.0242555494614376,"2014-12","2014-Q4",169400,0,"2014-12"
2014-12-31,"Milwaukee","WI","Milwaukee","Milwaukee",20,93500,0.00107066381156317,0.00862998921251348,-0.00319829424307036,-0.0408824753039558,-0.0282283479163987,"2006-05","2006-Q2",137400,-0.319505094614265,"2002-06"
2014-12-31,"Portland","OR","Portland","Multnomah",21,310500,0.00746268656716418,0.0230642504118616,0.0597269624573379,0.033214030293433,0.0367652561951359,"2014-12","2014-Q4",310500,0,"2014-12"
2014-12-31,"Oklahoma City","OK","Oklahoma City","Oklahoma",22,121000,0.004149377593361,0.0117056856187291,0.0422049956933678,0.0226137358324734,0.0245942535215236,"2014-12","2014-Q4",121000,0,"2014-12"
2014-12-31,"Tucson","AZ","Tucson","Pima",23,136000,0.00147275405007364,0.0104011887072808,0.0461538461538462,-0.0116409811353907,-0.00862086175629473,"2006-05","2006-Q2",196000,-0.306122448979592,"2004-08"
2014-12-31,"Omaha","NE","Omaha","Douglas",24,130700,0.00615858352578907,0.0139643134212568,0.0202966432474629,0.00246650137751314,0.00216793779078017,"2006-09","2006-Q3",133300,-0.0195048762190548,"2006-01"
2014-12-31,"Fresno","CA","Fresno","Fresno",25,177700,0.00908574673480977,0.0253894979803808,0.101673899566026,0.0309238307060669,-0.0249157842505964,"2006-05","2006-Q2",288300,-0.383628165105793,"2004-03"
2014-12-31,"Mesa","AZ","Phoenix","Maricopa",26,184100,0.00546149645002731,0.0176893311221669,0.029066517607602,0.0518251482314536,0.00967534517450797,"2006-03","2006-Q1",248900,-0.260345520289273,"2005-04"
2014-12-31,"Long Beach","CA","Los Angeles","Los Angeles",27,484700,0.00455958549222798,0.0114774624373957,0.0477734543882404,0.0417780070643454,0.00340518864425277,"2006-06","2006-Q2",567000,-0.145149911816578,"2005-03"
2014-12-31,"Sacramento","CA","Sacramento","Sacramento",28,258000,0.0078125,0.0225921521997622,0.0858585858585858,0.0515125651459793,-0.023062315161635,"2005-12","2005-Q4",364000,-0.291208791208791,"2003-12"
2014-12-31,"Virginia Beach","VA","Virginia Beach","Virginia Beach City",29,244300,0.00122950819672131,0.0041101520756268,0.0230318257956449,-0.00547581037477129,0.0118272341217174,"2007-04","2007-Q2",276200,-0.115496017378711,"2005-06"
2014-12-31,"Colorado Springs","CO","Colorado Springs","El Paso",30,210400,0.00718046912398277,0.02734375,0.0680203045685279,0.0245188786616608,0.0132227593547567,"2014-12","2014-Q4",210400,0,"2014-12"
2014-12-31,"Atlanta","GA","Atlanta","Fulton",31,165500,0.0109957238851558,0.034375,0.146916146916147,0.0160964376686119,-0.00797693263888266,"2006-04","2006-Q2",196800,-0.159044715447154,"2002-03"
2014-12-31,"Miami","FL","Miami-Fort Lauderdale","Miami-Dade",32,276500,0.0061863173216885,0.0195427728613569,0.0485400075843762,0.062601503786859,0.00694915772025295,"2007-03","2007-Q1",373200,-0.259110396570204,"2005-03"
2014-12-31,"Tulsa","OK","Tulsa","Tulsa",33,103000,0.000971817298347911,0.00389863547758285,0.0218253968253968,0.0186719003520133,0.0166753598008162,"2014-12","2014-Q4",103000,0,"2014-12"
2014-12-31,"Cleveland","OH","Cleveland","Cuyahoga",34,53100,-0.00747663551401869,-0.0184842883548983,0.00378071833648393,-0.0369534088864895,-0.0417024064781815,"2006-02","2006-Q1",84400,-0.37085308056872,
2014-12-31,"Honolulu","HI","Honolulu","Honolulu",35,619600,0.0056808959584483,0.0184089414858646,0.0615041973616584,0.0403540769804953,0.031268703769934,"2014-12","2014-Q4",619600,0,"2014-12"
2014-12-31,"Oakland","CA","San Francisco","Alameda",36,498400,0.0103385363875938,0.0284770945109369,0.138679460817912,0.0664537222998896,0.00644241821118152,"2006-05","2006-Q2",542600,-0.0814596387762624,"2005-04"
2014-12-31,"Minneapolis","MN","Minneapolis-St Paul","Hennepin",37,203300,0.00793257312840853,0.0252143217347453,0.0616187989556136,0.0188242635827558,-0.00525555915421583,"2006-04","2006-Q2",223600,-0.0907871198568873,"2004-06"
2014-12-31,"Raleigh","NC","Raleigh","Wake",38,192800,0.00521376433785193,0.0136698212407992,0.0449864498644986,0.0117072590754874,0.0178726620926386,"2014-12","2014-Q4",192800,0,"2014-12"
2014-12-31,"Bakersfield","CA","Bakersfield","Kern",39,198200,0.00354430379746835,0.0112244897959184,0.0673128702207862,0.063041352224704,-0.0149412852394072,"2006-04","2006-Q2",314500,-0.369793322734499,"2004-08"
2014-12-31,"Tampa","FL","Tampa","Hillsborough",40,139700,0.00793650793650794,0.0226939970717423,0.0754426481909161,0.0266255381337721,-0.0070223412036382,"2006-10","2006-Q4",210700,-0.336971998101566,"2004-09"
2014-12-31,"Anaheim","CA","Los Angeles","Orange",41,473300,0.00275423728813559,0.00959897610921502,0.039991210722918,0.0462149069641085,-0.00840819807270865,"2006-06","2006-Q2",608500,-0.222185702547247,"2004-07"
2014-12-31,"Aurora","CO","Denver","Arapahoe",42,205300,0.0163366336633663,0.0533606977937404,0.156619718309859,0.0644954349947604,0.00894928323744915,"2014-12","2014-Q4",205300,0,"2014-12"
2014-12-31,"Santa Ana","CA","Los Angeles","Orange",43,416400,0.00506879073135409,0.014125669751583,0.0676923076923077,0.065296266783323,-0.0145437257415229,"2007-01","2007-Q1",610900,-0.318382714028483,"2004-06"
2014-12-31,"Marietta","GA","Atlanta","Cobb",44,217000,0.00696055684454756,0.0216572504708098,0.089904570567554,0.0277978866485944,0.0102302442033757,"2007-08","2007-Q3",217600,-0.00275735294117647,"2007-06"
2014-12-31,"Pittsburgh","PA","Pittsburgh","Allegheny",45,89900,0.00222965440356745,0.00334821428571429,0.0490081680280047,0.0369067118818076,0.0307638079108912,"2014-12","2014-Q4",89900,0,"2014-12"
2014-12-31,"Riverside","CA","Riverside","Riverside",46,297500,0.00269632625547691,0.0098438560760353,0.0994087213599409,0.0706199201144304,-0.0103442676059466,"2006-08","2006-Q3",417200,-0.286912751677852,"2004-07"
2014-12-31,"Cincinnati","OH","Cincinnati","Hamilton",47,97100,0.00103092783505155,0.00726141078838174,0.0242616033755274,0.00438247180412987,-0.0132897831446771,"2006-04","2006-Q2",115600,-0.160034602076125,"2001-09"
2014-12-31,"Saint Paul","MN","Minneapolis-St Paul","Ramsey",48,164200,0.00121951219512195,0.0117067159581023,0.0683148991541965,0.0240546307015828,-0.01448791289142,"2006-05","2006-Q2",205000,-0.199024390243902,"2002-11"
2014-12-31,"Silver Spring","MD","Washington","Montgomery",49,373600,0.00107181136120043,0.00376141859215476,0.0435754189944134,0.0205319788284823,0.000187559504075896,"2006-06","2006-Q2",444200,-0.158937415578568,"2005-01"
2014-12-31,"Toledo","OH","Toledo","Lucas",50,56200,-0.00881834215167548,-0.0157618213660245,0.0126126126126126,-0.0379660728108828,-0.0396215144475696,"2006-04","2006-Q2",85200,-0.34037558685446,"1997-11"
2014-12-31,"Tallahassee","FL","Tallahassee","Leon",51,153100,0.0013080444735121,0.00327653997378768,0.0179521276595745,-0.0153362788866604,-0.00364875168365719,"2006-07","2006-Q3",193500,-0.208785529715762,"2004-10"
2014-12-31,"Stockton","CA","Stockton","San Joaquin",52,198200,0.0107088220295767,0.0333680917622523,0.150319210679048,0.0835439846188126,-0.0403149625808827,"2006-03","2006-Q1",379600,-0.477871443624868,"2002-12"
2014-12-31,"Newark","NJ","New York","Essex",53,203900,0.0139234211834908,0.0371312309257375,0.0956475013433638,-0.02632894202304,-0.0153865068833775,"2007-04","2007-Q2",314800,-0.352287166454892,"2004-05"
2014-12-31,"Lexington","KY","Lexington","Fayette",54,147200,0.00477815699658703,0.0123796423658872,0.0417551309271054,0.011966811932884,0.0100441520703614,"2014-12","2014-Q4",147200,0,"2014-12"
2014-12-31,"Modesto","CA","Modesto","Stanislaus",55,204800,0.00986193293885602,0.022977022977023,0.128996692392503,0.0804397766423035,-0.0326072728008815,"2006-03","2006-Q1",353700,-0.420978230138535,"2003-06"
2014-12-31,"Durham","NC","Durham","Durham",56,163500,0.00368324125230203,0.0142679900744417,0.0289490245437382,0.00383579689137137,0.00858779047598257,"2014-12","2014-Q4",163500,0,"2014-12"
2014-12-31,"Chandler","AZ","Phoenix","Maricopa",57,248800,0.00525252525252525,0.0150958792329661,0.0234471410941999,0.0433847382181538,0.0131173997588969,"2006-02","2006-Q1",317400,-0.216131064902331,"2005-04"
2014-12-31,"Pensacola","FL","Pensacola","Escambia",58,112400,0.00267618198037466,0.0144404332129964,0.0465549348230912,-0.00696932042424481,-0.000797205120449784,"2006-04","2006-Q2",143200,-0.215083798882682,"2004-12"
2014-12-31,"Henderson","NV","Las Vegas","Clark",59,239100,0.00801011804384486,0.0231065468549422,0.120431115276476,0.0530999105651608,-0.0335943713418806,"2006-04","2006-Q2",358600,-0.333240379252649,"2004-02"
2014-12-31,"Saint Petersburg","FL","Tampa","Pinellas",60,135100,0.0082089552238806,0.0250379362670713,0.0860128617363344,0.0304220103213309,-0.00987813184226305,"2006-05","2006-Q2",193000,-0.3,"2004-07"
2014-12-31,"Mobile","AL","Mobile","Mobile",61,100200,0,0.00703517587939699,0.0329896907216495,-0.0283566727235592,0.00450064799767746,"2008-01","2008-Q1",124000,-0.191935483870968,"2005-05"
2014-12-31,"Orlando","FL","Orlando","Orange",62,139700,0.00648414985590778,0.016,0.113147410358566,0.028479273276852,-0.0121717827188228,"2006-07","2006-Q3",235900,-0.407799915218313,"2004-06"
2014-12-31,"Jersey City","NJ","New York","Hudson",63,294500,0.0102915951972556,0.032970887407927,0.0344221988057605,-0.00342796079085139,0.00346054887371561,"2007-05","2007-Q2",371300,-0.20684082951791,"2005-03"
2014-12-31,"Glendale","AZ","Phoenix","Maricopa",64,174600,0.00808314087759815,0.0234466588511137,0.0442583732057416,0.0586585337056948,0.00109476464309566,"2006-04","2006-Q2",257500,-0.321941747572816,"2005-01"
2014-12-31,"Greensboro","NC","Greensboro","Guilford",65,110500,0.00454545454545455,0.010054844606947,0.0212569316081331,-0.00586811510585894,-0.00381031853616298,"2008-03","2008-Q1",121500,-0.0905349794238683,"2003-11"
2014-12-31,"Louisville","KY","Louisville/Jefferson County","Jefferson",66,93900,0.00427807486631016,0.0107642626480086,0.0107642626480086,0.0149153510745674,0.0101265593495674,"2014-12","2014-Q4",93900,0,"2014-12"
2014-12-31,"Corona","CA","Riverside","Riverside",67,442100,0.00158586316266425,0.00477272727272727,0.0579085905719072,0.068385546823347,-0.00866526094918074,"2006-03","2006-Q1",573100,-0.228581399406735,"2004-07"
2014-12-31,"Chula Vista","CA","San Diego","San Diego",68,423600,0.00857142857142857,0.0222007722007722,0.0584707646176912,0.0629298674544796,-0.0222701585050284,"2006-05","2006-Q2",554300,-0.235792891935775,"2004-03"
2014-12-31,"Lincoln","NE","Lincoln","Lancaster",69,141900,0.00353606789250354,0.0142959256611866,0.0573770491803279,0.0194029724935556,0.0122767815366029,"2014-12","2014-Q4",141900,0,"2014-12"
2014-12-31,"Fayetteville","NC","Fayetteville","Cumberland",70,107700,0,0.00186046511627907,-0.00919963201471941,-0.0137160203014792,0.0143477792124898,"2010-07","2010-Q3",116400,-0.0747422680412371,"2007-04"
2014-12-31,"Hialeah","FL","Miami-Fort Lauderdale","Miami-Dade",71,164900,0.0135218192993239,0.0371069182389937,0.158819395643008,0.0382224801348003,-0.00888855123716792,"2007-03","2007-Q1",273800,-0.397735573411249,"2004-07"
2014-12-31,"Lawrenceville","GA","Atlanta","Gwinnett",72,155000,0.00453661697990927,0.0190664036817883,0.101634683724236,0.0221764958849449,-0.00665314989122967,"2007-02","2007-Q1",177900,-0.128724002248454,"2002-06"
2014-12-31,"Town of Madison","WI","Madison","Dane",73,203100,0.00246791707798618,0.0149925037481259,0.0452907874420998,0.0122548057066356,0.00770198207097761,"2014-12","2014-Q4",203100,0,"2014-12"
2014-12-31,"Fort Myers","FL","Fort Myers","Lee",74,169200,0.00894454382826476,0.0304506699147381,0.137096774193548,0.0550990122740365,-0.0135845568570531,"2006-04","2006-Q2",284000,-0.404225352112676,"2004-06"
2014-12-31,"San Bernardino","CA","Riverside","San Bernardino",75,197800,0.00661577608142494,0.0216942148760331,0.154025670945158,0.102921831879729,-0.0158640091633838,"2006-08","2006-Q3",331800,-0.403857745629898,"2004-07"
2014-12-31,"Winston-Salem","NC","Winston-Salem","Forsyth",76,110700,-0.0027027027027027,-0.0107238605898123,-0.0272407732864675,-0.0189298399964911,-0.00440793585595245,"2007-10","2007-Q4",125000,-0.1144,"2003-03"
2014-12-31,"Chesapeake","VA","Virginia Beach","Chesapeake City",77,236600,0.00254237288135593,0.00638026371756699,0.0255743389683572,-0.0028495267291988,0.0131128512435885,"2006-08","2006-Q3",269200,-0.12109955423477,"2005-06"
2014-12-31,"Birmingham","AL","Birmingham","Jefferson",78,57600,0,0.00875656742556918,-0.0679611650485437,-0.0315099628446531,-0.0114036639419302,"2007-09","2007-Q3",73700,-0.218453188602442,"2001-05"
2014-12-31,"Fontana","CA","Riverside","San Bernardino",79,305900,0.00790774299835255,0.0237617135207497,0.133382734346054,0.0938945201339676,-0.0071931457951192,"2006-06","2006-Q2",424000,-0.278537735849057,"2004-09"
2014-12-31,"Bradenton","FL","Sarasota","Manatee",80,177500,0.00852272727272727,0.0301799187463726,0.109375,0.0378633470456944,-0.0138185732263146,"2006-02","2006-Q1",279400,-0.36471009305655,"2004-06"
2014-12-31,"Knoxville","TN","Knoxville","Knox",81,114100,0.00263620386643234,0.00706090026478376,0.0214861235452104,-0.00585540524366412,0.0156383893224394,"2009-11","2009-Q4",117600,-0.0297619047619048,"2009-02"
2014-12-31,"North Las Vegas","NV","Las Vegas","Clark",82,167900,0.0078031212484994,0.0194292653309047,0.129119031607263,0.0812707951193012,-0.0450061338389222,"2006-04","2006-Q2",290900,-0.422825713303541,"2003-09"
2014-12-31,"Reno","NV","Reno","Washoe",83,224000,0.0126582278481013,0.0355987055016181,0.135326913329954,0.0408058807347575,-0.0248182770398178,"2006-03","2006-Q1",336200,-0.33372992266508,"2004-03"
2014-12-31,"Montgomery","AL","Montgomery","Montgomery",84,82600,-0.00241545893719807,0,0.0134969325153374,-0.0240677251168709,-0.00250744321248131,"2010-02","2010-Q1",96000,-0.139583333333333,"2004-07"
2014-12-31,"Scottsdale","AZ","Phoenix","Maricopa",85,384700,0.0057516339869281,0.0171866737176097,-0.010036026762738,0.0378396646817465,0.0124879918753611,"2006-02","2006-Q1",480500,-0.199375650364204,"2005-04"
2014-12-31,"Santa Rosa","CA","Santa Rosa","Sonoma",86,449900,0.00784050179211469,0.0236632536973834,0.113613861386139,0.0558195555696235,-0.00992698666086467,"2005-12","2005-Q4",564100,-0.202446374756249,"2004-06"
2014-12-31,"Fremont","CA","San Francisco","Alameda",87,753800,0.00964371818912403,0.0303444505194095,0.0850726932488844,0.0714187503076131,0.0247509627083256,"2014-12","2014-Q4",753800,0,"2014-12"
2014-12-31,"Oxnard","CA","Ventura","Ventura",88,406800,0.00892857142857143,0.0262361251261352,0.107541519194119,0.0522134552140316,-0.0182959722026934,"2006-05","2006-Q2",604600,-0.327158451869004,"2004-04"
2014-12-31,"Rochester","NY","Rochester","Monroe",89,61900,0.00161812297734628,0.011437908496732,0.0197693574958814,0.00326271209078466,0.00740077454916821,"2014-12","2014-Q4",61900,0,"2014-12"
2014-12-31,"Greenville","SC","Greenville","Greenville",90,131400,0.00305343511450382,0.00844205679201842,0.0273651290070367,0.0131353350058987,0.0177506234048563,"2014-12","2014-Q4",131400,0,"2014-12"
2014-12-31,"Gilbert","AZ","Phoenix","Maricopa",91,261500,0.0030686612965094,0.0084843810258388,0.00926283288305673,0.0544552486642527,0.0128301882846618,"2006-03","2006-Q1",343300,-0.238275560734052,"2005-04"
2014-12-31,"Boca Raton","FL","Miami-Fort Lauderdale","Palm Beach",92,272400,0.00739644970414201,0.0225225225225225,0.0661448140900196,0.0416737231017548,-0.0118864091344523,"2006-03","2006-Q1",398600,-0.316608128449574,"2004-07"
2014-12-31,"Arlington","VA","Washington","Arlington",93,633100,0.00492063492063492,0.0155598331729227,0.0428265524625268,0.0415909935772125,0.0211784585504695,"2014-12","2014-Q4",633100,0,"2014-12"
2014-12-31,"Richmond","VA","Richmond","Richmond City",94,142000,0.00709219858156028,0.0113960113960114,0.0327272727272727,0.000564334445128045,0.0207821121964191,"2008-03","2008-Q1",153300,-0.0737116764514025,"2006-04"
2014-12-31,"Grand Rapids Township","MI","Grand Rapids","Kent",95,218800,0.00229042601923958,0.0115580212667591,0.0657574281539211,0.0228796810165064,0.00575384150815084,"2014-12","2014-Q4",218800,0,"2014-12"
2014-12-31,"Ocala","FL","Ocala","Marion",96,95800,0.00524658971668416,0.0169851380042463,0.1036866359447,-0.011492671559585,-0.016897687275927,"2006-07","2006-Q3",173000,-0.446242774566474,"2004-05"
2014-12-31,"Irvine","CA","Los Angeles","Orange",97,750800,0.000933208905479269,0.00414604788016584,-0.0156024649272322,0.0319019780011085,0.00798493806947365,"2006-04","2006-Q2",786200,-0.0450267107606207,"2005-10"
2014-12-31,"Spokane","WA","Spokane","Spokane",98,135700,0.011177347242921,0.0335110434120335,0.0543900543900544,-0.00735161904812798,0.018564628812568,"2007-05","2007-Q2",152100,-0.107823800131492,"2006-03"
2014-12-31,"Des Moines","IA","Des Moines","Polk",99,110500,0.00272232304900181,0.0063752276867031,0.0231481481481482,0.000725558536178728,0.00550227917157353,"2007-08","2007-Q3",114700,-0.036617262423714,"2005-11"
2014-12-31,"Oceanside","CA","San Diego","San Diego",100,418700,0.00479961603071754,0.0120860526951898,0.0333168805528134,0.056895007116111,-0.0125575511164502,"2006-04","2006-Q2",504200,-0.169575565251884,"2004-06"
2014-12-31,"Gainesville","FL","Gainesville","Alachua",101,138500,0.00800582241630277,0.0213864306784661,0.0266864343958488,-0.024140967457064,-0.00906214506915204,"2006-11","2006-Q4",194200,-0.286817713697219,"2004-06"
2014-12-31,"Tacoma","WA","Seattle","Pierce",102,190500,0.00793650793650794,0.0225442834138486,0.0571587125416204,-0.00547327386341079,0.00523975440912849,"2007-05","2007-Q2",242900,-0.215726636475916,"2005-05"
2014-12-31,"Akron","OH","Akron","Summit",103,61800,0.00324675324675325,0,-0.00961538461538462,-0.0154395127389055,-0.0266918821294558,"2005-08","2005-Q3",82300,-0.249088699878493,"1997-09"
2014-12-31,"Augusta","GA","Augusta","Richmond",104,77100,0.00521512385919166,0.0118110236220472,0.00521512385919166,-0.0229713539991286,-0.00686695397117087,"2007-12","2007-Q4",91600,-0.158296943231441,"2003-07"
2014-12-31,"Woodbridge","VA","Washington","Prince William",105,279000,0.00540540540540541,0.0149145143688614,0.0469043151969981,0.0582646719514737,-0.0136173548305577,"2006-01","2006-Q1",395300,-0.294206931444473,"2004-07"
2014-12-31,"Huntington Beach","CA","Los Angeles","Orange",106,693500,0.00521814755761705,0.018504919958878,0.0138888888888889,0.0256879847011775,0.00266295971250563,"2006-05","2006-Q2",786200,-0.117908929025693,"2005-04"
2014-12-31,"Glendale","CA","Los Angeles","Los Angeles",107,672500,0.00869956502174891,0.025777913361806,0.0929627823825776,0.0391164312930132,0.0131911536894298,"2006-07","2006-Q3",698800,-0.0376359473382942,"2005-10"
2014-12-31,"Moreno Valley","CA","Riverside","Riverside",108,249800,0.00970088924818108,0.0275606746194981,0.165111940298507,0.110516081536347,-0.01843960971446,"2006-07","2006-Q3",384900,-0.351000259807742,"2004-05"
2014-12-31,"Aurora","IL","Chicago","Kane",109,147600,0.00135685210312076,0.0137362637362637,0.0821114369501466,-0.0233401262719514,-0.0187187480486262,"2007-05","2007-Q2",197700,-0.253414264036419,"2001-11"
2014-12-31,"Rockford","IL","Rockford","Winnebago",110,75500,-0.00132275132275132,0.00398936170212766,-0.015645371577575,-0.0594975782613786,-0.0251477475730175,"2007-07","2007-Q3",112100,-0.326494201605709,"1998-07"
2014-12-31,"Little Rock","AR","Little Rock","Pulaski",111,126900,0.0015785319652723,0.00554675118858954,0,-0.00389419933249568,0.0141182795304855,"2009-11","2009-Q4",129800,-0.0223420647149461,"2008-01"
2014-12-31,"Grand Rapids","MI","Grand Rapids","Kent",112,102500,0.00490196078431373,0.0188866799204771,0.069937369519833,0.0249888321892622,-0.0103164765253344,"2006-02","2006-Q1",115700,-0.114088159031979,"2002-09"
2014-12-31,"Salinas","CA","Salinas","Monterey",113,359300,0.00926966292134832,0.0274521018015442,0.204492122024807,0.0851370175984465,-0.034456874057571,"2006-04","2006-Q2",602700,-0.403849344615895,"2003-09"
2014-12-31,"Worcester","MA","Worcester","Worcester",114,184400,0.00600109110747409,0.0159779614325069,0.0261547022815804,-0.00268965704130475,-0.0219823377699029,"2005-11","2005-Q4",242900,-0.24083985179086,"2003-01"
2014-12-31,"Lancaster","CA","Los Angeles","Los Angeles",115,202000,0.0069790628115653,0.0279898218829517,0.100817438692098,0.063756051420788,-0.0267810660012927,"2006-09","2006-Q3",339600,-0.405182567726737,"2004-03"
2014-12-31,"Port Saint Lucie","FL","Port St. Lucie","Saint Lucie",116,138500,0.0161408657373441,0.0421369450714823,0.137110016420361,0.0618434257586871,-0.0335351086581506,"2006-02","2006-Q1",251900,-0.45017864231838,"2003-06"
2014-12-31,"Huntsville","AL","Huntsville","Madison",117,134300,0.00223880597014925,0.0105342362678706,0.0128205128205128,-0.00513223585272182,,"2009-02","2009-Q1",144400,-0.0699445983379501,"2008-06"
2014-12-31,"Fort Collins","CO","Fort Collins","Larimer",118,282400,0.00893176134333691,0.0287795992714025,0.0966990291262136,0.0488344298742809,0.0272146509104452,"2014-12","2014-Q4",282400,0,"2014-12"
2014-12-31,"Providence","RI","Providence","Providence",119,154300,0.0131319763624425,0.0300400534045394,0.079776067179846,-0.00797166483292289,-0.0328992569838958,"2006-02","2006-Q1",238200,-0.352225020990764,"2003-04"
2014-12-31,"Yonkers","NY","New York","Westchester",120,369400,-0.00243046178773967,-0.00458097547830773,-0.0159829515183804,-0.0231990354581023,-0.0133878388944146,"2006-09","2006-Q3",482000,-0.233609958506224,"2004-03"
2014-12-31,"Garden Grove","CA","Los Angeles","Orange",121,463500,0.00411611785095321,0.0135578394926744,0.0274883617823099,0.0420669230549024,-0.00771016647427303,"2006-07","2006-Q3",613900,-0.244991040886138,"2004-08"
2014-12-31,"Newport News","VA","Virginia Beach","Newport News City",122,155100,0.0012911555842479,0.00453367875647668,0.0163826998689384,-0.0272761247036691,0.0106569317499638,"2007-10","2007-Q4",189800,-0.182824025289779,"2005-08"
2014-12-31,"Cape Coral","FL","Fort Myers","Lee",123,177100,0.00911680911680912,0.0308498253783469,0.147020725388601,0.0967581575516911,-0.0124809431359401,"2006-03","2006-Q1",281300,-0.370423035904728,"2004-09"
2014-12-31,"Columbus","GA","Columbus","Muscogee",124,92900,0.00323974082073434,0.00541125541125541,0.00759219088937093,-0.0136330167578654,0.00373546156450977,"2010-12","2010-Q4",100800,-0.0783730158730159,"2006-04"
2014-12-31,"Ontario","CA","Riverside","San Bernardino",125,331600,0.00790273556231003,0.0234567901234568,0.12027027027027,0.0852255373222926,-0.00190982118839966,"2006-06","2006-Q2",432700,-0.233649179570141,"2004-11"
2014-12-31,"Palmdale","CA","Los Angeles","Los Angeles",126,224300,0.00945094509450945,0.0288990825688073,0.12713567839196,0.0753279521856867,-0.0282391349189113,"2006-07","2006-Q3",377200,-0.405355249204666,"2004-02"
