"Date","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2014-12-31,"Selah","WA","Yakima","Yakima",2318,186600,0.00430570505920344,0.0163398692810458,0.0407138873396542,0.00368453851908335,0.0226199985707993,"2014-12","2014-Q4",186600,0,"2014-12"
2014-12-31,"Safford","AZ","Safford","Graham",2319,121800,-0.000820344544708778,0.00661157024793388,0.00164473684210526,-0.00485459829390711,0.0309487945553835,"2008-03","2008-Q1",158200,-0.230088495575221,"2006-05"
2014-12-31,"Haines City","FL","Lakeland","Polk",2320,125400,0.00966183574879227,0.0355078447563997,0.195424213536702,0.0492624337769128,0.00491498181532601,"2006-09","2006-Q3",198600,-0.368580060422961,"2005-02"
2014-12-31,"Orinda","CA","San Francisco","Contra Costa",2321,1300800,0.00907609960437515,0.0209559689192371,0.0398081534772182,0.0388294535123626,0.0145624537910947,"2014-12","2014-Q4",1300800,0,"2014-12"
2014-12-31,"Dumont","NJ","New York","Bergen",2322,339600,0.00236127508854782,0.012220566318927,0.077069457659372,-0.00561670646528156,-0.00861716093845388,"2006-06","2006-Q2",423900,-0.198867657466384,"2004-05"
2014-12-31,"Tallmadge","OH","Akron","Summit",2323,146700,0.00479452054794521,0.011026878015162,0.0508595988538682,0.00316549135775324,-0.00758134370628194,"2007-03","2007-Q1",160300,-0.0848409232688709,"2002-02"
2014-12-31,"Hibbing","MN","Duluth","Saint Louis",2324,77700,0,0,0.0237154150197628,-0.00926085481092964,0.0129780422606911,"2008-12","2008-Q4",81500,-0.0466257668711656,"2007-03"
2014-12-31,"Town of Bedford","NY","New York","Westchester",2325,799400,0.011258697027198,0.0490813648293963,0.143633762517883,0.00325904392907317,0.00190880405737515,"2008-04","2008-Q2",860400,-0.0708972570897257,"2005-03"
2014-12-31,"Mustang","OK","Oklahoma City","Canadian",2326,156000,0.00321543408360129,0.00775193798449612,0.0655737704918033,0.0438059632596604,0.0340607178945402,"2014-12","2014-Q4",156000,0,"2014-12"
2014-12-31,"South Elgin","IL","Chicago","Kane",2327,183100,0.00218938149972633,0.0121614151464898,0.0847156398104266,-0.0251787182977767,-0.0188589165267321,"2007-05","2007-Q2",242800,-0.245881383855025,"2002-04"
2014-12-31,"Thomson","GA","Augusta","McDuffie",2328,80100,0.0037593984962406,-0.00743494423791822,0.0751677852348993,-0.0300481527777151,-0.00185362070879513,"2009-10","2009-Q4",96200,-0.167359667359667,"2008-12"
2014-12-31,"Angier","NC","Dunn","Harnett",2329,137300,0.00365497076023392,0.00586080586080586,0.021577380952381,0.00593073469759009,0.0124672255853449,"2008-05","2008-Q2",138000,-0.00507246376811594,"2008-03"
2014-12-31,"Town of Scituate","MA","Boston","Plymouth",2330,488900,0.00679571663920923,0.0234456772032656,0.00845709570957096,0.0208367343726643,-0.00480022945467373,"2005-08","2005-Q3",537200,-0.0899106478034252,"2004-01"
2014-12-31,"New Richmond","WI","Minneapolis-St Paul","Saint Croix",2331,182700,0.00605726872246696,0.0235294117647059,0.10392749244713,0.0072714595760841,0.0148882709936966,"2007-05","2007-Q2",185300,-0.0140313005936319,"2007-05"
2014-12-31,"Alpine","CA","San Diego","San Diego",2332,493600,0.0108539832070448,0.0221577966452682,0.0152200740436035,0.0141114993123728,-0.024243478999145,"2005-12","2005-Q4",679500,-0.273583517292127,"2003-10"
2014-12-31,"Bonaire","GA","Warner Robins","Houston",2333,141500,0.000707213578500707,0.000707213578500707,0.0246198406951484,-0.00391128067727076,0.00804826457337238,"2010-07","2010-Q3",144400,-0.0200831024930748,"2009-04"
2014-12-31,"Plainsboro Township","NJ","New York","Middlesex",2334,345100,-0.000579206487112656,0.00436554132712456,0.0582643360932229,0.0228084019350359,0.00574077990787103,"2005-11","2005-Q4",369300,-0.0655293799079339,"2005-05"
2014-12-31,"East Lampeter Township","PA","Lancaster","Lancaster",2335,190600,-0.000524383848977452,-0.00209424083769634,0.0571270105379922,-0.00808952404365404,0.0105564102663818,"2007-10","2007-Q4",204200,-0.0666013712047013,"2006-04"
2014-12-31,"Fort Morgan","CO","Fort Morgan","Morgan",2336,136000,0.0141685309470544,0.0501930501930502,0.132389675270608,0.0420252853465721,0.0276846171461214,"2002-11","2002-Q4",148400,-0.0835579514824798,"2001-12"
2014-12-31,"Rockmart","GA","Cedartown","Polk",2337,86800,0.0116550116550117,0.0495767835550181,0.337442218798151,0.0111959315775816,-0.0138592204914308,"2007-02","2007-Q1",108200,-0.197781885397412,"2001-08"
2014-12-31,"Melville","NY","New York","Suffolk",2338,464600,-0.0169276343630978,-0.039487285507546,-0.140107347769758,-0.0338517706621604,-0.0200146176495033,"2007-01","2007-Q1",658600,-0.294564227148497,"2002-11"
2014-12-31,"Town of Corning","NY","Corning","Steuben",2339,99700,0.00808897876643074,0.0267765190525232,-0.0422670509125841,0.0307251362061161,0.034677231381302,"2013-11","2013-Q4",104400,-0.0450191570881226,"2013-02"
2014-12-31,"Butler Township","PA","Pittsburgh","Butler",2340,89100,0.00112359550561798,-0.00446927374301676,-0.00558035714285714,0.0230623799342711,0.00970130656586576,"2014-02","2014-Q1",91500,-0.0262295081967213,"2013-12"
2014-12-31,"Humboldt","TN","Humboldt","Gibson",2341,65500,0.00460122699386503,0.0155038759689922,0.115843270868825,0.0116972394850186,0.0129357091865647,"2014-12","2014-Q4",65500,0,"2014-12"
2014-12-31,"Wappinger","NY","Poughkeepsie","Dutchess",2342,242300,0.00874271440466278,0.0232263513513514,0.0354700854700855,-0.0266238318274944,-0.0249032019686961,"2006-03","2006-Q1",353300,-0.314180583073875,"2002-11"
2014-12-31,"Scott Township","PA","Pittsburgh","Allegheny",2343,146500,0.00205198358413133,0.0027378507871321,0.0843819393042191,0.028332683812055,0.0216967568568307,"2014-12","2014-Q4",146500,0,"2014-12"
2014-12-31,"Saint Clairsville","OH","Wheeling","Belmont",2344,149300,-0.00200534759358289,0.00742240215924426,0.0897810218978102,0.0488913338464245,0.0311128793152351,"2014-11","2014-Q4",149600,-0.00200534759358289,"2014-11"
2014-12-31,"Town of Foxborough","MA","Boston","Norfolk",2345,377000,0.00132802124833997,0.00667556742323097,0.034009873834339,0.0192016249211457,-0.00627645484327199,"2005-05","2005-Q2",411900,-0.0847293032289391,"2004-04"
2014-12-31,"McKinleyville","CA","Eureka","Humboldt",2346,268800,0.0014903129657228,0.00825206301575394,0.012810851544838,-0.0108713658622244,-0.00986015699094078,"2006-01","2006-Q1",354300,-0.241320914479255,"2004-07"
2014-12-31,"Newburyport","MA","Boston","Essex",2347,429700,-0.000465224470807164,0.00303454715219421,0.0141609629454803,0.0294246384269796,0.00583828240244411,"2014-11","2014-Q4",429900,-0.000465224470807164,"2014-11"
2014-12-31,"Bridgeview","IL","Chicago","Cook",2348,160500,0.00438047559449312,0.0158227848101266,0.0462842242503259,-0.0306184426568664,-0.0269856211862743,"2007-04","2007-Q2",249600,-0.356971153846154,"2002-09"
2014-12-31,"Rockland","MA","Boston","Plymouth",2349,254800,0.00631911532385466,0.0208333333333333,0.0340909090909091,0.00357010274160552,-0.0207370481346477,"2005-10","2005-Q4",330900,-0.229978845572681,"2002-11"
2014-12-31,"Scarsdale","NY","New York","Westchester",2350,1321600,0.00227514030031852,0.0131861392210978,0.0264854368932039,0.0230806674129742,0.0094719874443312,"2014-12","2014-Q4",1321600,0,"2014-12"
2014-12-31,"Watkinsville","GA","Athens","Oconee",2351,224800,0.0058165548098434,0.0293040293040293,0.0709861838970939,0.0106524224649571,0.0120112507738712,"2014-12","2014-Q4",224800,0,"2014-12"
2014-12-31,"Hauppauge","NY","New York","Suffolk",2352,418300,-0.00357313006193425,-0.0244869402985075,-0.00143232275005968,-0.0096587119171665,-0.0152329452582222,"2006-06","2006-Q2",527400,-0.206863860447478,"2003-10"
2014-12-31,"Ridgefield","WA","Portland","Clark",2353,348700,0.00460962258715068,0.015729682493446,0.0699601104633323,0.0273440231088793,0.017625749224077,"2006-08","2006-Q3",384700,-0.0935794125292436,"2005-10"
2014-12-31,"Delran","NJ","Philadelphia","Burlington",2354,230100,0.00130548302872063,0.0127640845070423,0.083843617522374,-0.0127925774286143,-0.00762342843891373,"2006-09","2006-Q3",291400,-0.210363761153054,"2004-07"
2014-12-31,"Havre de Grace","MD","Baltimore","Harford",2355,240900,0.00207986688851913,0.000415282392026578,0.00291423813488759,-0.00920476359474098,0.00282462761004987,"2007-05","2007-Q2",300100,-0.197267577474175,"2005-02"
2014-12-31,"Guntersville","AL","Albertville","Marshall",2356,136600,-0.00291970802919708,-0.00509832483612527,0.0178837555886736,0.0295327358417989,0.0290354440915692,"2014-08","2014-Q3",137500,-0.00654545454545455,"2014-07"
2014-12-31,"Washington Township","NJ","New York","Morris",2357,455800,0.00418594404053756,0.0146927871772039,0.110353227771011,0.014664985227548,-0.00970673486606755,"2006-03","2006-Q1",553700,-0.176810547227741,"2004-03"
2014-12-31,"Glenvar Heights","FL","Miami-Fort Lauderdale","Miami-Dade",2358,206800,0.0122369065100343,0.0376317109884596,0.0470886075949367,0.0400912220239831,-0.00607804343838181,"2007-03","2007-Q1",279300,-0.259577515216613,"2004-11"
2014-12-31,"Steamboat Springs","CO",,"Routt",2359,383300,0.00815360336664913,0.0172505307855626,0.0709695445655211,-0.0203962981264607,0.00755768855822248,"2008-03","2008-Q1",604200,-0.365607414763323,"2006-01"
2014-12-31,"Evans","CO","Greeley","Weld",2360,175200,0.0121317157712305,0.0428571428571429,0.170340681362725,0.0698547464098698,0.01141580362811,"2014-12","2014-Q4",175200,0,"2014-12"
2014-12-31,"Dandridge","TN","Morristown","Jefferson",2361,150800,0.01140174379611,0.0328767123287671,0.0385674931129477,0.0105372840359399,0.021335829715559,"2009-04","2009-Q2",156900,-0.0388782664117272,"2008-12"
2014-12-31,"Morton","IL","Peoria","Tazewell",2362,177400,0.00967558338076266,0.0290023201856148,0.0661057692307692,0.0116717720762924,0.0184912728664393,"2014-12","2014-Q4",177400,0,"2014-12"
2014-12-31,"Denville","NJ","New York","Morris",2363,385400,0.00469238790406674,0.0166183065154313,0.129211837093466,0.00824360434473648,-0.000284970592886014,"2006-02","2006-Q1",443300,-0.130611324159711,"2004-12"
2014-12-31,"West Milford","NJ","New York","Passaic",2364,246300,0.00285016286644951,0.00901269971323228,0.0418781725888325,-0.0285613265926294,-0.023773929014601,"2006-06","2006-Q2",348500,-0.29325681492109,"2003-01"
2014-12-31,"Siler City","NC","Durham","Chatham",2365,121000,-0.000825763831544178,0.000827129859387924,-0.0641918020108275,-0.00197175376264591,0.00848178460311066,"2014-02","2014-Q1",130700,-0.0742157612853864,"2012-11"
2014-12-31,"Fletcher","NC","Asheville","Henderson",2366,204300,0.00491883915395967,0.0174302788844621,0.044478527607362,0.0103999762534839,0.0168276268519767,"2008-04","2008-Q2",216300,-0.0554785020804438,"2006-09"
2014-12-31,"Ocklawaha","FL","Ocala","Marion",2367,89600,0.00111731843575419,0.00335946248600224,0.0216647662485747,-0.04054351407804,-0.00982679030060785,"2006-08","2006-Q3",150800,-0.405835543766578,"2004-07"
2014-12-31,"Anoka","MN","Minneapolis-St Paul","Anoka",2368,162000,0.00808960796515246,0.0240202275600506,0.0478654592496766,0.0105742533343263,-0.0184701311352991,"2006-01","2006-Q1",205800,-0.212827988338192,"2002-05"
2014-12-31,"Covington","WA","Seattle","King",2369,271500,0.00854383358098068,0.0253021148036254,0.0769535898452995,0.0170442687056036,0.01165248752523,"2007-04","2007-Q2",322800,-0.158921933085502,"2005-09"
2014-12-31,"Susquehanna Township","PA","Harrisburg","Dauphin",2370,155200,0.00129032258064516,0.00713822193380921,0.0402144772117962,-0.00570018145800388,0.0113035356291464,"2007-07","2007-Q3",162900,-0.047268262737876,"2006-06"
2014-12-31,"Wolcott","CT","New Haven","New Haven",2371,199700,0.00100250626566416,0.00150451354062187,-0.0463228271251194,-0.0222673738567937,-0.0107083848186678,"2007-03","2007-Q1",265500,-0.247834274952919,"2003-09"
2014-12-31,"Delta Township","MI","Lansing","Eaton",2372,157900,0.0044529262086514,0.0147814910025707,0.0919778699861687,0.0205928486895768,-0.0137240739357247,"2005-04","2005-Q2",181900,-0.131940626717977,"2001-12"
2014-12-31,"Marco Island","FL","Naples","Collier",2373,471500,0.0089878022683501,0.0306010928961749,0.0784537968892955,0.0251660024289657,-0.0257122940426951,"2005-11","2005-Q4",833800,-0.434516670664428,"2004-04"
2014-12-31,"Purcellville","VA","Washington","Loudoun",2374,477700,0.00483803113167859,0.01057753331923,0.0487376509330406,0.0356758203503142,-0.00564054386535517,"2005-09","2005-Q3",576400,-0.171235253296322,"2004-10"
2014-12-31,"Agawam","MA","Springfield","Hampden",2375,181700,0.00165380374862183,0.00165380374862183,0.00832408435072142,-0.00637063315274333,-0.00201383727615745,"2006-10","2006-Q4",216400,-0.160351201478743,"2004-11"
2014-12-31,"Santa Fe Springs","CA","Los Angeles","Los Angeles",2376,408800,0.00392927308447937,0.0138888888888889,0.0889717634523175,0.0530458017715532,0.0019283179767613,"2006-08","2006-Q3",507500,-0.19448275862069,"2005-01"
2014-12-31,"Bon Air","VA","Richmond","Chesterfield",2377,206700,0.00486144871171609,0.0142296368989205,0.0567484662576687,0.00116516482800577,0.0159201555706823,"2007-02","2007-Q1",225100,-0.0817414482452243,"2006-03"
2014-12-31,"Hockessin","DE","Philadelphia","New Castle",2378,386900,0.00129399585921325,0.00755208333333333,0.0487937110328002,-0.00056765440660056,-0.00279951958871982,"2006-07","2006-Q3",447800,-0.135998213488164,"2004-09"
2014-12-31,"Frankfort","IL","Chicago","Will",2379,336000,-0.00029753049687593,0.00719424460431655,0.155036094877965,0.00773586341362131,0.00759991604400212,"2007-12","2007-Q4",344500,-0.0246734397677794,"2006-03"
2014-12-31,"Rose Hill","VA","Washington","Fairfax",2380,475900,0.00549334460173252,0.0190578158458244,0.0601470260637113,0.0340186854774018,0.00759967815090135,"2005-12","2005-Q4",520400,-0.085511145272867,"2005-05"
2014-12-31,"Mountain Top","PA","Scranton","Luzerne",2381,171900,0.0029171528588098,0.00821114369501466,0.0507334963325183,0.00580057857523308,0.0188626339977027,"2007-09","2007-Q3",176800,-0.0277149321266968,"2007-03"
2014-12-31,"Town of Verona","WI","Madison","Dane",2382,266700,0.00338600451467269,0.0121442125237192,0.0638213003589948,0.0180339071567266,0.0102261858395505,"2014-12","2014-Q4",266700,0,"2014-12"
2014-12-31,"Town of Cedarburg","WI","Milwaukee","Ozaukee",2383,248200,0.00161420500403551,0.0109979633401222,0.0354609929078014,0.00129429328357422,0.00399451312956534,"2007-11","2007-Q4",265800,-0.0662151993980436,"2005-04"
2014-12-31,"Derwood","MD","Washington","Montgomery",2384,465100,0.00540423692174665,0.0102085143353606,0.0301218161683278,0.0142184028734011,-0.00473356385482082,"2006-07","2006-Q3",557400,-0.165590240401866,"2004-09"
2014-12-31,"Franklin Township","NJ","Philadelphia","Gloucester",2385,184600,0.00217155266015201,0.00984682713347921,0.0548571428571429,-0.0151083113487709,0.00398634965838451,"2006-10","2006-Q4",221800,-0.167718665464382,"2005-03"
2014-12-31,"Martin","TN","Martin","Weakley",2386,95600,-0.00312825860271116,-0.00416666666666667,0.0257510729613734,0.0262087686261312,0.0222714990695256,"2014-10","2014-Q4",96200,-0.00623700623700624,"2014-07"
2014-12-31,"Sandy","OR","Portland","Clackamas",2387,241400,0.0100418410041841,0.0294243070362473,0.10077519379845,0.014350836700715,0.0194003847496549,"2007-07","2007-Q3",265700,-0.0914565299209635,"2006-02"
2014-12-31,"West Hempfield Township","PA","Lancaster","Lancaster",2388,182400,0.0021978021978022,0.014460511679644,0.0482758620689655,-0.00250302411105285,0.0143359908738614,"2008-06","2008-Q2",190400,-0.0420168067226891,"2006-07"
2014-12-31,"Hinsdale","IL","Chicago","Du Page",2389,823000,0.00329147872729489,0.0109323178970642,0.0535074244751664,0.0239638162253466,-0.00155406998349172,"2007-06","2007-Q2",938500,-0.123068726691529,"2004-11"
2014-12-31,"Barrington","RI","Providence","Bristol",2390,368800,0.001085776330076,0.00902872777017784,0.0558259375894646,0.00971272851770899,-0.00648693574607007,"2006-07","2006-Q3",430200,-0.142724314272431,"2003-11"
2014-12-31,"Town of Southbridge","MA","Worcester","Worcester",2391,159800,0.00313873195229127,0.0197830248883216,0.0210862619808307,-0.00529651668282261,-0.0262975851489743,"2005-10","2005-Q4",222400,-0.281474820143885,"2002-10"
2014-12-31,"Deatsville","AL","Montgomery","Elmore",2392,128500,0.0102201257861635,0.0337892196299276,0.0182250396196513,-0.0500369809459791,0.000624709179228855,"2009-05","2009-Q2",186300,-0.310252281266774,"2005-03"
2014-12-31,"Parrish","FL","Sarasota","Manatee",2393,248000,0.00895036615134255,0.0269151138716356,0.126248864668483,0.0426092680795667,-0.0147734899734338,"2006-01","2006-Q1",374100,-0.3370756482224,"2004-08"
2014-12-31,"Wyckoff","NJ","New York","Bergen",2394,711100,0.000703630734590487,0.00779478458049887,0.0247874333477446,0.00508292665167231,-0.000742284700014917,"2007-05","2007-Q2",768800,-0.0750520291363163,"2004-11"
2014-12-31,"El Segundo","CA","Los Angeles","Los Angeles",2395,827000,0.00547112462006079,0.0137288551115469,0.0298879202988792,0.0343507169686539,0.0164497610292209,"2005-10","2005-Q4",831100,-0.00493322103236674,"2005-10"
2014-12-31,"Fairview Park","OH","Cleveland","Cuyahoga",2396,137000,-0.00145772594752187,0.00073046018991965,0.0442073170731707,-0.000437381709880058,-0.00735752490978137,"2005-05","2005-Q2",151000,-0.0927152317880795,"2002-12"
2014-12-31,"South Orange","NJ","New York","Essex",2397,557800,0.0130766436614602,0.0391207153502235,0.16988255033557,0.0333562041461304,0.0137286398920322,"2006-06","2006-Q2",572700,-0.0260171119259647,"2005-11"
2014-12-31,"Sunset","FL","Miami-Fort Lauderdale","Miami-Dade",2398,320900,0.0116645649432535,0.0331616226658081,0.0797442799461642,0.0591138489549501,0.000845300286295592,"2006-12","2006-Q4",436400,-0.264665444546288,"2005-01"
2014-12-31,"Rio Rico","AZ","Nogales","Santa Cruz",2399,124600,0.00322061191626409,0.0255144032921811,0.0741379310344828,-0.00799099785332658,0.00252261079906724,"2007-04","2007-Q2",178500,-0.301960784313725,"2005-02"
2014-12-31,"Town of Webster","MA","Worcester","Worcester",2400,205400,0.0118226600985222,0.0316423907584129,0.086197778952935,0.00464034153221893,-0.0150362351526454,"2006-03","2006-Q1",260600,-0.211818879508826,"2003-08"
2014-12-31,"Larchmont","NY","New York","Westchester",2401,1002400,-0.00278551532033426,-0.00742647786909595,-0.0364317985196578,0.0175250490323833,0.0104194035171365,"2006-05","2006-Q2",1079800,-0.0716799407297648,"2005-06"
2014-12-31,"Pickens","SC","Greenville","Pickens",2402,109200,0.00552486187845304,0.0167597765363128,0.033112582781457,0.0037038051314755,0.0151015209212382,"2009-04","2009-Q2",110200,-0.00907441016333938,"2009-03"
2014-12-31,"Covington","TN","Memphis","Tipton",2403,96900,-0.00103092783505155,-0.00103092783505155,0,0.000620347871851168,0.0128321407377203,"2006-11","2006-Q4",100000,-0.031,"2006-08"
2014-12-31,"Ashland","MA","Boston","Middlesex",2404,346000,0.00348027842227378,0.0125841381328651,0.0748679714196956,0.0167011912783799,-0.00880653534561393,"2005-06","2005-Q2",384200,-0.0994273815720979,"2003-11"
2014-12-31,"Holmdel","NJ","New York","Monmouth",2405,647300,0.00061833359097233,0.00372150721042022,0.0328705919897878,-0.000185282413982413,-0.00674145041906993,"2006-03","2006-Q1",762100,-0.150636399422648,"2004-06"
2014-12-31,"Jackson","OH",,"Jackson",2406,89900,0.00222965440356745,0.00111358574610245,0.0576470588235294,0.0160996923518899,0.0133943903861884,"2014-06","2014-Q2",95400,-0.0576519916142558,"2014-05"
2014-12-31,"Eaton","OH","Dayton","Preble",2407,98100,-0.0050709939148073,-0.0060790273556231,0.0380952380952381,-0.0104683406004282,-0.00846105804620112,"2006-06","2006-Q2",113200,-0.13339222614841,"2002-06"
2014-12-31,"Frenchtown Township","MI","Monroe","Monroe",2408,122000,0.0141313383208645,0.0400682011935209,0.132776230269266,-0.0106356511847852,-0.0173260991537669,"2005-08","2005-Q3",151000,-0.19205298013245,"2000-07"
2014-12-31,"Madisonville","TN",,"Monroe",2409,124800,0.000801924619085806,-0.00319488817891374,0.106382978723404,0.0389417146340372,0.0214858192084826,"2006-11","2006-Q4",125400,-0.00478468899521531,"2006-10"
2014-12-31,"Artesia","CA","Los Angeles","Los Angeles",2410,456700,0.0108455068614431,0.0323236889692586,0.103406619956511,0.0529212014303551,0.00506492988482266,"2006-07","2006-Q3",555100,-0.177265357593226,"2005-05"
2014-12-31,"Piqua","OH","Dayton","Miami",2411,70700,-0.00141242937853107,-0.0111888111888112,-0.0275103163686382,-0.0164155848317646,-0.0166201306946083,"2005-12","2005-Q4",85600,-0.174065420560748,"1997-07"
2014-12-31,"Safety Harbor","FL","Tampa","Pinellas",2412,224900,0.0080681308830121,0.0250683682771194,0.0875241779497099,0.0423237962160958,0.00418546525267849,"2006-06","2006-Q2",283300,-0.206141899046947,"2005-03"
2014-12-31,"North Bay Shore","NY","New York","Suffolk",2413,241400,0.00332502078137988,0.00835421888053467,0.042314335060449,-0.0156425815479375,-0.0204153482126044,"2007-04","2007-Q2",367800,-0.343665035345296,"2003-06"
2014-12-31,"Waterford","CT","New London","New London",2414,223000,-0.0017905102954342,-0.00844819919964429,-0.0119627824545857,-0.0255430687611534,-0.0134743148501193,"2006-11","2006-Q4",288600,-0.227304227304227,"2003-09"
2014-12-31,"Tanque Verde","AZ","Tucson","Pima",2415,345500,0.00290275761973875,0.0143863769817968,0.0267459138187221,-0.00529823601911172,-0.00536637121198824,"2006-05","2006-Q2",482100,-0.283343704625596,"2004-10"
2014-12-31,"Rancho Mirage","CA","Riverside","Riverside",2416,484200,0.0045643153526971,0.0204425711275026,0.0202275600505689,0.0219908114550746,-0.00957496324376361,"2006-01","2006-Q1",644500,-0.248719937936385,"2004-09"
2014-12-31,"Ocean Acres","NJ","New York","Ocean",2417,227800,0.00175901495162709,0.0106477373558119,0.0497695852534562,-0.0134033462861107,-0.0186541220688974,"2006-08","2006-Q3",309500,-0.263974151857835,"2003-09"
2014-12-31,"Saint Matthews","KY","Louisville/Jefferson County","Jefferson",2418,185800,0.00978260869565217,0.0293628808864266,0.0526912181303116,0.0350511022506699,0.0268880135232179,"2014-12","2014-Q4",185800,0,"2014-12"
2014-12-31,"Town of Amesbury","MA","Boston","Essex",2419,289300,0.00242550242550243,0.0104785190359762,0.0636029411764706,0.00953027271503171,-0.0128070274230532,"2005-09","2005-Q3",337300,-0.142306552030833,"2003-08"
2014-12-31,"San Anselmo","CA","San Francisco","Marin",2420,1018900,0.00483234714003945,0.0123199205166418,0.00176973748893914,0.0460042503384184,0.0158423204601237,"2014-02","2014-Q1",1026200,-0.00711362307542389,"2014-01"
2014-12-31,"Astoria","OR","Astoria","Clatsop",2421,202800,0.00695134061569017,0.0211480362537764,0.0617801047120419,-0.00457173126691013,0.033832913492498,"2007-08","2007-Q3",240900,-0.158156911581569,"2005-12"
2014-12-31,"Town of Bellingham","MA","Boston","Norfolk",2422,268700,0.00261194029850746,0.0120527306967985,0.0566260322453795,0.0193890809803621,-0.00878935811980142,"2005-10","2005-Q4",312200,-0.139333760409994,"2004-01"
2014-12-31,"New Cumberland","PA","Harrisburg","Cumberland",2423,157800,-0.00252844500632111,-0.00378787878787879,0.0141388174807198,-0.00536257385496131,0.0129850916292102,"2007-06","2007-Q2",163500,-0.0348623853211009,"2006-08"
2014-12-31,"Lugoff","SC","Columbia","Kershaw",2424,116000,0.0148731408573928,0.0488245931283906,0.157684630738523,0.0347223427090719,0.0206026350467774,"2014-12","2014-Q4",116000,0,"2014-12"
2014-12-31,"Town of Geneva","NY","Rochester","Ontario",2425,89800,0.00335195530726257,0.0112612612612613,0.0405561993047509,0.00798276918820795,0.0145782123513292,"2014-12","2014-Q4",89800,0,"2014-12"
2014-12-31,"Yulee","FL","Jacksonville","Nassau",2426,165100,0.00364741641337386,0.0104039167686659,0.0904887714663144,0,-0.00682339413295863,"2006-06","2006-Q2",207800,-0.20548604427334,"2004-07"
2014-12-31,"King","NC","Winston-Salem","Stokes",2427,127700,0.00630417651694247,0.0191540303272147,0.0562448304383788,-0.00155885403560196,0.00742012132157166,"2009-05","2009-Q2",130300,-0.0199539524174981,"2008-10"
2014-12-31,"Johnston","IA","Des Moines","Polk",2428,238300,0.00210260723296888,0.00761099365750529,0.0351867940920938,0.0183405328421833,0.0117153456059564,"2014-12","2014-Q4",238300,0,"2014-12"
2014-12-31,"Dayton","NV","Fernley","Lyon",2429,171700,0.00822078684674104,0.0293764988009592,0.167233174711081,0.0276653092516008,-0.0361002637557193,"2006-01","2006-Q1",297700,-0.423244877393349,"2003-09"
2014-12-31,"Buckley","WA","Seattle","Pierce",2430,266600,0.00984848484848485,0.0261739799846035,0.0706827309236948,-0.00429518251100958,0.00848491427180709,"2007-06","2007-Q2",332500,-0.198195488721805,"2005-06"
2014-12-31,"Nokomis","FL","Sarasota","Sarasota",2431,274700,0.00512257592389316,0.012532252119425,0.0862000790826414,0.0348121823429264,-0.0141268029471834,"2005-12","2005-Q4",417300,-0.341720584711239,"2004-07"
2014-12-31,"Fairmont","WV","Fairmont","Marion",2432,85800,-0.0092378752886836,-0.0160550458715596,-0.0852878464818763,-0.0222153593154688,,"2010-11","2010-Q4",100500,-0.146268656716418,
2014-12-31,"Northampton","MA","Springfield","Hampshire",2433,265900,0.00529300567107751,0.00987466767945309,0.0270374662031672,0.014281411044458,0.00614474801766107,"2006-02","2006-Q1",266800,-0.00337331334332834,"2006-01"
2014-12-31,"Carpinteria","CA","Santa Barbara","Santa Barbara",2434,796800,0.0109109363105811,0.0257466529351184,0.128292268479184,0.0399401486336304,-0.00804125020085555,"2006-01","2006-Q1",959700,-0.169740543919975,"2004-07"
2014-12-31,"Auburn","MA","Worcester","Worcester",2435,219300,0.00458085203847916,0.0166898470097357,0.0528084493518963,0.00841633440867962,-0.0145043732414328,"2005-07","2005-Q3",264900,-0.172140430351076,"2003-06"
2014-12-31,"North Babylon","NY","New York","Suffolk",2436,293500,-0.00204012240734444,-0.00944988187647654,-0.00978407557354926,-0.024408863463821,-0.0198609940077284,"2006-11","2006-Q4",400900,-0.267897231229733,"2003-04"
2014-12-31,"Tumwater","WA","Olympia","Thurston",2437,226400,0.00622222222222222,0.0134288272157565,0.0639097744360902,-0.0107735858168789,0.0134426905796656,"2006-12","2006-Q4",259400,-0.1272166538165,"2005-08"
2014-12-31,"Palm River-Clair Mel","FL","Tampa","Hillsborough",2438,84000,0.0169491525423729,0.0552763819095477,0.145975443383356,0.017290483037441,-0.0188428844029148,"2006-09","2006-Q3",144900,-0.420289855072464,"2003-07"
2014-12-31,"New Milford","NJ","New York","Bergen",2439,358700,0.00111638291934133,0.00701852891633914,-0.00884222160817905,-0.0162394686688074,-0.0134944712593419,"2006-03","2006-Q1",455700,-0.2128593372833,"2004-02"
2014-12-31,"Ashwaubenon","WI","Green Bay","Brown",2440,142900,0.000700280112044818,0.00210378681626928,0.015636105188344,-0.00318831000134512,-0.000488537794361421,"2006-09","2006-Q3",151000,-0.0536423841059603,"2004-12"
2014-12-31,"Hermitage","PA","Youngstown","Mercer",2441,122200,0.00410846343467543,0.00493421052631579,0.0408858603066439,0.017403245435226,,"2014-12","2014-Q4",122200,0,"2014-12"
2014-12-31,"Abington","MA","Boston","Plymouth",2442,285600,0.00669721536834684,0.0273381294964029,0.0265995686556434,0.0128779059265614,-0.0172263972034926,"2006-01","2006-Q1",356300,-0.198428290766208,"2003-02"
